tweeted,feed_date,feed_weekday,archive_url,title,mp3_url,synopsis,broadcast_date,physical_format,duration,digital_format,ownership,language,program_sponsor,broadcast_datetime,broadcast_year,broadcast_month,broadcast_monthday,has_mp3_url,mp3_path,feed_url
,2023-04-21,6,/programs/dr-timothy-leary-discusses-stages-psychadelic-experience-turning-and-his-role-shaman-part,Dr. Timothy Leary discusses the stages of the psychadelic experience of turning on and his role as a Shaman ; part 2,https://s3.amazonaws.com/wfmt-studs-terkel/published/10381.mp3,"Studs interviews Dr. Timothy Leary about the three stages of the psychadelic experience: turning on, tuning in, and dropout.  Leary discusses how his life changed from being a successful psychologist and professor at Harvard to renewing his life as a religious teacher.  He shares how the drug LSD is used in the tribal communities who turn on and also explains the values of those who practice turning on.  Leary also describes other methods used to turn on, which he considers a religious experience.  Studs reads what Richard Goldstein said about Dr. Leary.  Studs and Leary discuss how turning on can benefit society.","Dec. 1, 1966",2 sound tape reels (ca. 52.50 min.): 7 in.,"37 minutes, 7 seconds",WAV,The Chicago History Museum,English,,1966-12-01,1966.0,12.0,1.0,True,mp3/10381.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/10381.mp3
,2023-04-28,6,/programs/discussing-book-naziskokie-conflict-civil-liberties-battle-and-interviewing-author-david,"Discussing the book, ""The Nazi/Skokie Conflict: A Civil Liberties Battle,"" and interviewing the author David Hamlin",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F49558.mp3,,"Mar. 5, 1981",1 sound tape reel (ca. 56.03 min.) : 10 1/2 in.,"56 minutes, 13 seconds",WAV,The Chicago History Museum,English,,1981-03-05,1981.0,3.0,5.0,True,mp3/49558.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/49558.mp3
,2023-05-05,6,/programs/interviewing-students-metro-high-school-near-north-side-chicago,Interviewing students at Metro High School on the Near North Side of Chicago,https://s3.amazonaws.com/wfmt-studs-terkel/published/13562.mp3,"Metro High School on the Near North Side of Chicago is only one of three high schools in the country that operates without walls and uses the resources of the city for learning.  Four students convey how marine biology is taught at the Shed Aquarium, radio production at WIMD, TV production at Dick Barnett studio WMAQ, drafting at architectural firms and blue collar jobs at factories.",1970,1 sound tape reel (ca. 58.02 min.) : 10 1/2 in.,"58 minutes, 6 seconds",WAV,The Chicago History Museum,English,,,,,,True,mp3/13562.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/13562.mp3
,2023-05-12,6,/programs/interviewing-tuskegee-airmen-ralph-orduna-sammy-rayner-col-bill-thompson-and-judge-john-w,"Interviewing Tuskegee Airmen Ralph Orduna, Sammy Rayner, Col. Bill Thompson, and Judge John W. Rogers",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F33504.mp3,,"Feb. 5, 1985",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"51 minutes, 22 seconds",WAV,The Chicago History Museum,English,,1985-02-05,1985.0,2.0,5.0,True,mp3/33504.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/33504.mp3
,2023-05-19,6,/programs/discussing-book-coast-chicago-author-stuart-dybek,"Stuart Dybek reads from and discusses his book ""The Coast of Chicago""",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F56457.mp3,"Hearing Chopin being played through the pipes of another apartment and a tale about a young girl who died and whose father froze her body in an ice house are among the stories in Stuart Dybek's book, ""The Coast of Chicago."" Dybek explained that although his stories may seem dream-like, he tries to come up up with stories from some place of reality.","May. 7, 1990",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"45 minutes, 54 seconds",WAV,The Chicago History Museum,English,,1990-05-07,1990.0,5.0,7.0,True,mp3/56457.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/56457.mp3
,2023-05-26,6,/programs/terkel-reads-swimmer-and-interviews-author-john-cheever,"Terkel reads from ""The Swimmer"" and interviews author John Cheever",https://s3.amazonaws.com/wfmt-studs-terkel/published/15082.mp3,,1970,1 sound tape reel (ca. 60 min.) : 10 1/2 in.,"37 minutes, 53 seconds",WAV,The Chicago History Museum,English,,,,,,True,mp3/15082.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/15082.mp3
,2023-06-02,6,/programs/woody-allen-discusses-his-work-comedic-writer-and-performer,Woody Allen discusses his work as a comedic writer and performer,https://s3.amazonaws.com/wfmt-studs-terkel/published/2724.mp3,"Woody Allen discusses his life and art, the influence of both success and failure on his work, and how he finds comedy in life’s difficulties and trials. He discusses his first screenplay, “What’s Up Pussycat?” and other comedians who have influenced the development of his own comedic work, including Mort Sahl, Charlie Chaplin, the Marx Brothers, and George S. Kaufman. 
","Jun. 1, 1965",1 sound tape reel (ca. 60 min.) : 7 in.,"24 minutes, 30 seconds",WAV,The Chicago History Museum,,,1965-06-01,1965.0,6.0,1.0,True,mp3/2724.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/2724.mp3
,2023-06-09,6,/programs/interviewing-howard-zinn-part-1,Interviewing Howard Zinn ; part 1,https://wfmt-studs-terkel.s3.amazonaws.com/published/40707.mp3,,1964,2 sound tape reels (ca. 53 min.) : 7 in.,"19 minutes, 8 seconds",WAV,The Chicago History Museum,English,,,,,,True,mp3/40707.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/40707.mp3
,2023-06-09,6,/programs/interviewing-howard-zinn-part-2,Interviewing Howard Zinn ; part 2,https://wfmt-studs-terkel.s3.amazonaws.com/published/40715.mp3,,1964,2 sound tape reels (ca. 53 min.) : 7 in.,"32 minutes, 22 seconds",,The Chicago History Museum,,,,,,,True,mp3/40715.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/40715.mp3
,2023-06-16,6,/programs/interview-members-chicago-8,Interview with members of the Chicago 8,https://wfmt-studs-terkel.s3.amazonaws.com/published%2F30790.mp3,"Interviewing Abbie Hoffman, Bobby Seale, and Dave Dellinger of the Chicago 8.","Mar. 26, 1988",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"52 minutes, 37 seconds",WAV,The Chicago History Museum,English,,1988-03-26,1988.0,3.0,26.0,True,mp3/30790.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/30790.mp3
,2023-06-23,6,/programs/ian-mckellan-discusses-national-theatre-great-britains-performance-chekhovs-cherry-orchard,"Ian McKellan discusses National Theatre of Great Britain's performance of Chekhov's ""The Cherry Orchard"" at the Blackstone Theatre in Chicago",https://s3.amazonaws.com/wfmt-studs-terkel/published%2F23292.mp3,,"May. 7, 1986",,"56 minutes, 16 seconds",WAV,The Chicago History Museum,English,,1986-05-07,1986.0,5.0,7.0,True,mp3/23292.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/23292.mp3
,2023-06-30,6,/programs/robert-caro-reads-and-discusses-his-book-years-lyndon-johnson,"Robert Caro reads from and discusses his book ""The Years of Lyndon Johnson""",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F55791.mp3,"Discussing ""The years of Lyndon Johnson, Vol 1: the path to power"" with the biographer Robert Caro.
","Dec. 9, 1982",1 sound tape reel (ca. 56.18 min.) : 10 1/2 in.,"55 minutes, 33 seconds",WAV,The Chicago History Museum,English,,1982-12-09,1982.0,12.0,9.0,True,mp3/55791.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/55791.mp3
,2023-07-07,6,/programs/rita-moreno-discusses-her-role-west-side-story-part-1,Rita Moreno discusses her role in West Side Story ; part 1,https://wfmt-studs-terkel.s3.amazonaws.com/published/56719.mp3,Rita Moreno talks about her own Puerto Rican ethnicity and how it relates to her role as Anita in  West Side Story.,"Jun. 13, 1962",2 sound tape reels (ca. 54 min.) : 7 in.,"22 minutes, 1 second",WAV,The Chicago History Museum,English,,1962-06-13,1962.0,6.0,13.0,True,mp3/56719.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/56719.mp3
,2023-07-07,6,/programs/rita-moreno-discusses-her-role-west-side-story-part-2,Rita Moreno discusses her role in West Side Story ; part 2,https://wfmt-studs-terkel.s3.amazonaws.com/published/56720.mp3,Rita Moreno talks about her own Puerto Rican ethnicity and how it relates to her role as Anita in West Side Story.,"Jun. 13, 1962",2 sound tape reels (ca. 54 min.) : 7 in.,"16 minutes, 5 seconds",WAV,The Chicago History Museum,English,,1962-06-13,1962.0,6.0,13.0,True,mp3/56720.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/56720.mp3
,2023-07-14,6,/programs/marshall-mcluhan-discusses-wide-range-philosophical-topics,Marshall McLuhan discusses a wide range of philosophical topics,https://wfmt-studs-terkel.s3.amazonaws.com/published%2F56652.mp3,"Marshall McLuhan discusses a wide range of topics including conformity, changes in entertainment media, cultural change, art and artists, originality in dance, reading and language, human interaction with nature, and technology.

Recorded in front of a live audience at Kendall College, McLuhan takes several questions from the audience throughout the program.","Jul. 1, 1966",1 sound tape reel (ca. 60 min.) : 10 1/2 in.,"44 minutes, 9 seconds",WAV,The Chicago History Museum,English,,1966-07-01,1966.0,7.0,1.0,True,mp3/56652.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/56652.mp3
,2023-07-21,6,/programs/louis-armstrong-discusses-music,Louis Armstrong discusses music,https://wfmt-studs-terkel.s3.amazonaws.com/published/56128.mp3,"In a nightclub in Chicago, at two in the morning and after a performance, Louis Armstrong talks about his music stylings. Notes are good to learn the tune, says Armstrong, but it's all about the phrasing. Armstrong explained, it's up to you to express yourself. Armstrong shared the one piece of advice that had always stuck with him. King Oliver told Armstrong not to worry about the notes but rather to put some lead into the song.","Jun. 24, 1962",1 sound tape reel (ca. 60 min.) : 7 in.,"33 minutes, 43 seconds",WAV,The Chicago History Museum,English,,1962-06-24,1962.0,6.0,24.0,True,mp3/56128.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/56128.mp3
,2023-07-28,6,/programs/london-taxi-driver-discusses-changes-london-and-speaks-about-present-day-youth-culture,London taxi driver discusses changes in London and speaks about present-day youth culture ; part 1,https://s3.amazonaws.com/wfmt-studs-terkel/published/21847.mp3,"During a visit to London, Studs interviews a 73 year old cab driver in London, who has 50 years on the job.  They discuss traffic jams, the elderly and the young, poverty, welfare, and society.  Studs also interviews a number of people attending the Tate Gallery's Lichtenstein Exhibition.",1968,,"35 minutes, 12 seconds",,,,,,,,,True,mp3/21847.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/21847.mp3
,2023-08-04,6,/programs/mr-bugliosi-and-mr-gentry-discuss-helter-skelter-true-story-manson-murders,"Mr Bugliosi and Mr. Gentry discuss, ""Helter Skelter: The True Story of the Manson Murders""",https://s3.amazonaws.com/wfmt-studs-terkel/published/6480.mp3,"Mr Bugliosi and Mr. Gentry discuss, ""Helter Skelter: The True Story of the Manson Murders,"".  Bugliosi was the prosecutor in the case against the Manson ""family"" for the murders of Sharon Tate and others. The interview opens with ""Home is where you are happy"" performed by Charles Manson and an excerpt of Catherine Shur Manson's sister talking about her brother.   They speak in depth on the Manson ""family"" and the key players in the murders; Susan Atkins, Steve Grogan, Linda Kasabian, Patricia Krenwinkel, Leslie Van Houten and Charles Watson.  Studs brings the interview to a close by reading an excerpt from the book, a quote of Charles Manson's speech after being convicted.","Nov. 6, 1974","1 sound tape reel (ca. 53.16 min.) : 10 1/2 in., 1 sound tape reel (ca. 55 min.) : 10 1/2 in.","55 minutes, 42 seconds",WAV,The Chicago History Museum,English,,1974-11-06,1974.0,11.0,6.0,True,mp3/6480.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/6480.mp3
,2023-08-11,6,/programs/interviewing-ralph-ellison-part-1,Interviewing Ralph Ellison ; part 1,https://wfmt-studs-terkel.s3.amazonaws.com/published/40568.mp3,,1964,2 sound tape reels (ca. 60 min.) : 7 in.,"24 minutes, 8 seconds",WAV,The Chicago History Museum,English,,,,,,True,mp3/40568.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/40568.mp3
,2023-08-11,6,/programs/interviewing-ralph-ellison-part-2,Interviewing Ralph Ellison ; part 2,https://wfmt-studs-terkel.s3.amazonaws.com/published/40572.mp3,,1964,2 sound tape reels (ca. 60 min.) : 7 in.,"32 minutes, 9 seconds",,The Chicago History Museum,,,,,,,True,mp3/40572.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/40572.mp3
,2023-08-18,6,/programs/oliver-w-sacks-discusses-his-patients-book-man-who-mistook-his-wife-hat-part-2,"Oliver W. Sacks discusses his patients from the book ""The Man Who Mistook His Wife for a Hat""; part 2",https://s3.amazonaws.com/wfmt-studs-terkel/published/12228.mp3,Dr. Oliver W. Sacks details his experiences and approaches to helping patients with various intellectual and physical neurological disorders; part 2.,"Dec. 4, 1985",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"29 minutes, 28 seconds",WAV,The Chicago History Museum,English,,1985-12-04,1985.0,12.0,4.0,True,mp3/12228.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/12228.mp3
,2023-08-25,6,/programs/parents-school-children-talk-about-integration-and-busing,Parents of school children talk about integration and busing,https://s3.amazonaws.com/wfmt-studs-terkel/published/8549.mp3,"Interviewing Karen Grzybek, Barbara Tekiela and Mark Smith, parents of Chicago schoolchildren.","Aug. 26, 1981",1 sound tape reel (ca. 46.59 min.) : 10 1/2 in.,"47 minutes, 2 seconds",WAV,The Chicago History Museum,English,,1981-08-26,1981.0,8.0,26.0,True,mp3/8549.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/8549.mp3
,2023-09-01,6,/programs/studs-terkel-interviews-tom-wolfe-part-1,Studs Terkel interviews Tom Wolfe ; part 1,https://s3.amazonaws.com/wfmt-studs-terkel/published/13106.mp3,"Studs and Tom Wolfe discuss Wolfe's first collection of essays, ""The Kandy-Kolored Tangerine-Flake Streamline Baby"".

Terkel and Wolfe begin their conversation by listening to and discussing an excerpt from an interview with a young motorcycle enthusiast named Chuck.

Topics of conversation include Wolfe's writing process and personal history, the generation gap, class and income disparity, motorcycle culture, Las Vegas, and stock car racing.","Jul. 26, 1965",2 sound tape reels (ca. 62 min.) : 7 in.,"36 minutes, 41 seconds",WAV,The Chicago History Museum,English,,1965-07-26,1965.0,7.0,26.0,True,mp3/13106.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/13106.mp3
,2023-09-01,6,/programs/studs-terkel-interviews-tom-wolfe-part-2,Studs Terkel interviews Tom Wolfe ; part 2,https://s3.amazonaws.com/wfmt-studs-terkel/published/13105.mp3,"Studs Terkel and Tom Wolfe discuss Wolfe's first collection of essays, ""The Kandy-Kolored Tangerine-Flake Streamline Baby"".

Terkel and Wolfe begin their conversation by listening to and discussing an excerpt from an interview with a young motorcycle enthusiast named Chuck.

Topics of conversation include Wolfe's writing process and personal history, the generation gap, class and income disparity, motorcycle culture, Las Vegas, and stock car racing.","Jul. 26, 1965",2 sound tape reels (ca. 62 min.) : 7 in.,"25 minutes, 18 seconds",WAV,The Chicago History Museum,English,,1965-07-26,1965.0,7.0,26.0,True,mp3/13105.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/13105.mp3
,2023-09-08,6,/programs/david-halberstam-discusses-bobby-kennedy,David Halberstam discusses Bobby Kennedy,https://s3.amazonaws.com/wfmt-studs-terkel/published/8624.mp3,Discussing Bobby Kennedy and interviewing David Halberstam.,1969,1 sound tape reel (ca. 60 min.) : 10 1/2 in.,"53 minutes, 1 second",WAV,The Chicago History Museum,English,,,,,,True,mp3/8624.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/8624.mp3
,2023-09-15,6,/programs/charles-mingus-discusses-his-book-beneath-underdog,"Charles Mingus discusses his book ""Beneath The Underdog""",https://wfmt-studs-terkel.s3.amazonaws.com/published/56251.mp3,"Studs Terkel speaks with Charles Mingus about his life and work in the context of his autobiography ""Beneath The Underdog"".","May. 20, 1971",1 sound tape reel (ca. 60 min.) : 10 1/2 in.,"35 minutes, 50 seconds",WAV,The Chicago History Museum,English,,1971-05-20,1971.0,5.0,20.0,True,mp3/56251.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/56251.mp3
,2023-09-22,6,/programs/charles-eames-discusses-his-life-travel-and-his-study-design-and-architecture-part-1,"Charles Eames discusses his life of travel and his study of design and architecture, part 1",https://s3.amazonaws.com/wfmt-studs-terkel/published/7666.mp3,"Charles Eames, an architect, designer, artist, filmmaker and student of human nature, talks with Studs about his years of travel in India and Europe.  He discusses studying architecture and working as an architect and the nature of his film making. (Part 1 of 2)","Oct. 1, 1965",2 sound tape reels (ca. 60 min.) : 7 in.,"33 minutes, 43 seconds",WAV,The Chicago History Museum,English,,1965-10-01,1965.0,10.0,1.0,True,mp3/7666.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/7666.mp3
,2023-09-22,6,/programs/charles-eames-discusses-his-life-travel-and-his-study-design-and-architecture-part-2,"Charles Eames discusses his life of travel and his study of design and architecture, part 2",https://s3.amazonaws.com/wfmt-studs-terkel/published/7669.mp3,"Charles Eames an architect, designer, artist, filmmaker and student of human nature talks with Studs about his years of travel in India and Europe. He discusses studying architecture and working as an architect and the nature of his film making.","Oct. 1, 1965",2 sound tape reels (ca. 60 min.) : 7 in.,"22 minutes, 12 seconds",WAV,The Chicago History Museum,English,,1965-10-01,1965.0,10.0,1.0,True,mp3/7669.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/7669.mp3
,2023-09-29,6,/programs/discussing-book-amusing-ourselves-death-public-discourse-age-show-business-author-culture,"Discussing the book ""Amusing Ourselves to Death: Public Discourse in the Age of Show Business,"" with the author, culture and communications scholar Neil Postman",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F34409.mp3,,"Nov. 22, 1985","1 sound tape reel (ca. 52.13 min.) : 10 1/2 in. Edited copy, 1982 Aug. 06.","53 minutes, 32 seconds",WAV,The Chicago History Museum,English,,1985-11-22,1985.0,11.0,22.0,True,mp3/34409.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/34409.mp3
,2023-10-06,6,/programs/barbara-ehrenreich-discusses-her-book-fear-falling-inner-life-middle-class,"Barbara Ehrenreich discusses her book ""Fear of Falling: The Inner Life of the Middle Class""",https://s3.amazonaws.com/wfmt-studs-terkel/published/7718.mp3,"Discussing the book ""Fear of Falling: The Inner Life of the Middle Class"" (published by Pantheon) with the author, political essayist Barbara Ehrenreich.","Sep. 18, 1989",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"54 minutes, 10 seconds",WAV,The Chicago History Museum,English,,1989-09-18,1989.0,9.0,18.0,True,mp3/7718.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/7718.mp3
,2023-10-13,6,/programs/actress-tallulah-bankhead-discusses-her-career,Actress Tallulah Bankhead discusses her career,https://wfmt-studs-terkel.s3.amazonaws.com/published%2F60792.mp3,"Tallulah Bankhead thought she would become an aerialist when she grew up.  At 16, after she saw some plays, Bankhead decided to go into acting.  Bankhead never received any formal training and yet some experts in the theatre world called her “a natural”. In a surprise revelation, Bankhead said she does not attend the theatre as an audience member.  She went on to say she likes to read books, watch television, and she loves her San Francisco Giants.","Jul. 15, 1960",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"52 minutes, 13 seconds",WAV,The Chicago History Museum,English,,1960-07-15,1960.0,7.0,15.0,True,mp3/60792.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/60792.mp3
,2023-10-20,6,/programs/barrett-deems-discusses-jazz-drumming,Barrett Deems discusses jazz drumming,https://s3.amazonaws.com/wfmt-studs-terkel/published/19649.mp3,"Barrett Deems discusses his upbringing where he began drumming at age 4 and recalls touring with Louis Armstrong and other musicians. He also talks about meeting drummers in Africa. Music is played throughout: ""Flip""- Joe Venuti, ""Shine""- Barrett Deems Hottet, ""Now You Has Jazz""- Bing Crosby and Louis Armstrong (from ""High Society""), ""Muskrat Ramble""- Louis Armstrong, ""Struttin' with Some Barbecue""- Louis Armstrong, ""Slipped Disc""- Benny Goodman, ""Stompin' at the Savoy""- Louis Armstrong. 
Music has been removed from this recording for copyright reasons.","Mar. 27, 1979",1 sound tape reel (ca. 60 min.) : 10 1/2 in.,"29 minutes, 10 seconds",WAV,The Chicago History Museum,English,,1979-03-27,1979.0,3.0,27.0,True,mp3/19649.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/19649.mp3
,2023-10-27,6,/programs/interviewing-francois-truffaut-director-400-blows,"Interviewing Francois Truffaut director of ""400 Blows""",https://wfmt-studs-terkel.s3.amazonaws.com/published/41577.mp3,,"Jan. 27, 1960",1 sound tape reel (ca. 60 min.) : 10 1/2 in.,"36 minutes, 7 seconds",WAV,The Chicago History Museum,English,,1960-01-27,1960.0,1.0,27.0,True,mp3/41577.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/41577.mp3
,2023-11-03,6,/programs/john-malkovich-and-gary-sinise-discuss-film-mice-and-men,"John Malkovich and Gary Sinise discuss the film ""Of Mice and Men""",https://s3.amazonaws.com/wfmt-studs-terkel/published/13996.mp3,"Studs Terkel discusses the upcoming new film ""Of Mice and Men"", based on the novel written by John Steinbeck with the starring actors, John Malkovich (Lennie) and Gary Sinise (George). The program begins with the opening excerpt from the play ""Of Mice and Men"" featuring Terkel (George) and Win Stracke (Lennie) from 1952, which then leads into Malkovich and Sinise's interpretation of the rest of the scene. Folk singer Utah Phillips song ""On the Goodnight Loving Trail""  is presented as a comparison to themes expressed in ""Of Mice and Men"". During this program they discuss the following: tackling the characters; the interpretation of the relationship between George and Lennie; universal themes; and the other characters.","Sep. 29, 1981",1 sound tape reel (ca. 53.12 min.) : 10 1/2 in.,"47 minutes, 3 seconds",WAV,The Chicago History Museum,English,,1981-09-29,1981.0,9.0,29.0,True,mp3/13996.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/13996.mp3
,2023-11-10,6,/programs/stokely-carmichael-charlie-cobb-and-courtland-cox-discuss-sncc-part-1-0,"Stokely Carmichael, Charlie Cobb, and Courtland Cox discuss the SNCC ;  part 1",https://s3.amazonaws.com/wfmt-studs-terkel/published/6648.mp3,"Stokely Carmichael, Charlie Cobb, and Courtland Cox discuss civil rights and African Americans in politics. Discussing the philosophy of SNCC.","Jul. 23, 1965",3 sound tape reels (ca. 105 min.) :: 7 in.,"39 minutes, 24 seconds",WAV,The Chicago History Museum,English,,1965-07-23,1965.0,7.0,23.0,True,mp3/6648.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/6648.mp3
,2023-11-10,6,/programs/stokely-carmichael-charlie-cobb-and-courtland-cox-discuss-sncc-part-2,"Stokely Carmichael, Charlie Cobb, and Courtland Cox discuss the SNCC ; part 2",https://s3.amazonaws.com/wfmt-studs-terkel/published/6651.mp3,"Stokely Carmichael, Charlie Cobb, and Courtland Cox discuss civil rights and African Americans in politics. Discussing the philosophy of SNCC.","Jul. 23, 1965",3 sound tape reels (ca. 105 min.) :: 7 in.,"34 minutes, 47 seconds",WAV,The Chicago History Museum,English,,1965-07-23,1965.0,7.0,23.0,True,mp3/6651.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/6651.mp3
,2023-11-17,6,/programs/studs-teachers-and-students-have-conversation-high-school-where-there-controversy-over-use,"Studs, teachers and students have a conversation at a high school where there is controversy over the use of the book ""Working""",https://s3.amazonaws.com/wfmt-studs-terkel/published/11472.mp3,"Discussing the controversy over the use of the book ""Working"" by author Studs Terkel in a senior vocational class.  Interviews with Kay Nichols, teacher, and two high school classes, as well as Bob Burns and Jim Richardson.  The students talk of how the ""bad"" language in the book is heard from their peers on a daily basis and they don't find it offensive. [recorded in Girard, Pennsylvania]",1982,1 sound tape reel (ca. 55.26 min.) : 10 1/2 in.,"55 minutes, 37 seconds",WAV,The Chicago History Museum,English,,,,,,True,mp3/11472.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/11472.mp3
,2023-11-24,6,/programs/ralph-nader-discusses-his-book-unsafe-any-speed,"Ralph Nader discusses his book ""Unsafe at Any Speed""",https://s3.amazonaws.com/wfmt-studs-terkel/published/11364.mp3,,1968,1 sound tape reel (ca. 60 min.) : 5 in.,"32 minutes, 31 seconds",WAV,The Chicago History Museum,English,,,,,,True,mp3/11364.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/11364.mp3
,2023-12-01,6,/programs/odetta-talks-about-her-music-career-studs-terkel,Odetta talks about her music career with Studs Terkel,https://wfmt-studs-terkel.s3.amazonaws.com/published/29585.mp3,"Odetta (often referred as ""The Voice of the Civil Rights Movement"") talks about her music career and sings to Studs Terkel. The interview segments are between songs. This record is part of the Studs Terkel Almanac. ",1956,1 sound tape reel (ca. 60 min.) : 10 1/2 in.,"33 minutes, 55 seconds",WAV,The Chicago History Museum,English,,,,,,True,mp3/29585.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/29585.mp3
,2023-12-08,6,/programs/gloria-steinem-speaks-tenth-anniversary-ms-magazine,"Gloria Steinem discusses the 10th anniversary of ""Ms."" magazine",https://s3.amazonaws.com/wfmt-studs-terkel/published/12631.mp3,"According to Gloria Steinem, ""Ms."" magazine is not only a national feminist magazine, but it's also a portable friend. A regular feature of the magazine is to celebrate found women, women who are not celebrities but who should be celebrated for what they do. This interview also includes an excerpt of Aunt Molly Jackson.","Jun. 17, 1982",1 sound tape reel (ca. 56.22 min.) : 10 1/2 in.,"56 minutes, 25 seconds",WAV,The Chicago History Museum,English,,1982-06-17,1982.0,6.0,17.0,True,mp3/12631.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/12631.mp3
,2023-12-15,6,/programs/discussing-book-hocus-pocus-author-novelist-kurt-vonnegut,"Discussing the book ""Hocus Pocus"" with the author, novelist Kurt Vonnegut",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F32030.mp3,,"Oct. 11, 1990",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"53 minutes, 43 seconds",WAV,The Chicago History Museum,English,,1990-10-11,1990.0,10.0,11.0,True,mp3/32030.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/32030.mp3
,2023-12-22,6,/programs/anita-oday-discusses-her-career,Anita O'Day discusses her career,https://s3.amazonaws.com/wfmt-studs-terkel/published/19940.mp3,Studs Terkel interviews jazz musician Anita O'Day.,"May. 21, 1975",1 sound tape reel (ca. 53.08 min.) : 10 1/2 in.,"26 minutes, 41 seconds",WAV,The Chicago History Museum,English,,1975-05-21,1975.0,5.0,21.0,True,mp3/19940.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/19940.mp3
,2023-12-29,6,/programs/leonard-bernstein-discusses-his-career-music-and-education,"Leonard Bernstein discusses his career, music, and education",https://wfmt-studs-terkel.s3.amazonaws.com/published/45146.mp3,"Leonard Bernstein discusses his career as a composer along with his thoughts on American culture, musical theater, Black music, classical music, and education; music is played throughout the program including songs from Marc Blitzstein's play ""The Cradle Will Rock.""","Feb. 1, 1985",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"38 minutes, 30 seconds",,The Chicago History Museum,,,1985-02-01,1985.0,2.0,1.0,True,mp3/45146.mp3,https://studs-terkel-radio-archive-feed.s3.amazonaws.com/mp3/45146.mp3
