title,mp3_url,archive_url,synopsis,broadcast_date,physical_format,duration,digital_format,ownership,language,program_sponsor,broadcast_datetime,broadcast_year,broadcast_month,broadcast_monthday,has_mp3_url
Bobi Sourander talks with Studs Terkel Part 1,https://s3.amazonaws.com/wfmt-studs-terkel/published/12589.mp3,/programs/bobi-sourander-talks-studs-terkel-part-1,,"Nov. 26, 1973","2 sound tape reels (ca. 85.42 min.): 10 1/2 in. Copy-T2301A,B.","55 minutes, 33 seconds",WAV,The Chicago History Museum,English,,1973-11-26,1973.0,11.0,26.0,True
"Muhammad Ali discusses his book ""The Greatest: My Own Story""",https://wfmt-studs-terkel.s3.amazonaws.com/published/56236.mp3,/programs/muhammad-ali-discusses-his-book-greatest-my-own-story,"Content Warning:  This conversation includes racially and/or culturally derogatory language and/or negative depictions of Black and Indigenous people of color, women, and LGBTQI+ individuals. Rather than remove this content, we present it in the context of twentieth-century social history to acknowledge and learn from its impact and to inspire awareness and discussion.  
Muhammad Ali discusses his book ""The Greatest: My Own Story,"" touching on topics including his childhood and family, conversion to Islam, stance on the Vietnam War, and experiences in jail.","Nov. 26, 1975",1 sound tape reel (ca. 54 min.) : 10 1/2 in.,"33 minutes, 58 seconds",WAV,"Chicago History Museum, The Chicago History Museum",English,,1975-11-26,1975.0,11.0,26.0,True
"Interviewing Father Bill Hogan, former priest, cab driver and political activist",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F40341.mp3,/programs/interviewing-father-bill-hogan-former-priest-cab-driver-and-political-activist,,"Nov. 26, 1979",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"55 minutes, 1 second",WAV,The Chicago History Museum,English,,1979-11-26,1979.0,11.0,26.0,True
"Discussing the Chinese production of Arthur Miller's ""Death of a Salesman,"" with actor Ying Ruocheng",,/programs/discussing-chinese-production-arthur-millers-death-salesman-actor-ying-ruocheng,,"Nov. 26, 1984",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"54 minutes, 28 seconds",,Chicago History Museum,,,1984-11-26,1984.0,11.0,26.0,False
"Muriel Gardiner discusses her books ""Code Name Mary"" and ""The Deadly Innocents""",,/programs/muriel-gardiner-discusses-her-books-code-name-mary-and-deadly-innocents,"Muriel Gardiner's background and her time spent in Austria are the topics of ""Code Name 'Mary': Memoirs of an American Woman in the Austrian Underground"". With her book, ""The Deadly Innocents: Portraits of Children Who Kill,"" Gardiner studies the lives of 10 kids who kill or attempt to kill.","Nov. 26, 1984",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"56 minutes, 14 seconds",WAV,The Chicago History Museum,English,,1984-11-26,1984.0,11.0,26.0,False
"Discussing the books ""The Cheese and the Worms: the Cosmos of a Sixteenth-Century Miller"" and ""The Enigma of Piero: Piero della Francesca: the Baptism, the Arezzo cycle, the Flagellation"" with author Carlo Ginzburg",,/programs/discussing-books-cheese-and-worms-cosmos-sixteenth-century-miller-and-enigma-piero-piero,,"Nov. 26, 1985",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"53 minutes, 56 seconds",WAV,The Chicago History Museum,English,,1985-11-26,1985.0,11.0,26.0,False
"Discussing the book ""W. S. Gilbert: A Classic Victorian and His Theatre"" with the author, theater scholar and biographer Jane W. Stedman",,/programs/discussing-book-w-s-gilbert-classic-victorian-and-his-theatre-author-theater-scholar-and,,"Nov. 26, 1996",1 sound tape reel (ca. 53.27 min.) : 10 1/2 in.,"54 minutes, 10 seconds",WAV,The Chicago History Museum,English,,1996-11-26,1996.0,11.0,26.0,False
"Discussing the book ""The Dark Side of Camelot"" with the author and historian Seymour M. Hersh",,/programs/discussing-book-dark-side-camelot-author-and-historian-seymour-m-hersh,,"Nov. 26, 1997",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"52 minutes, 48 seconds",WAV,The Chicago History Museum,English,,1997-11-26,1997.0,11.0,26.0,False
"General Chaney, Charles Roche and Mary Lou Wolff discuss the Citizens Action Program",https://s3.amazonaws.com/wfmt-studs-terkel/published/13102.mp3,/programs/general-chaney-charles-roche-and-mary-lou-wolff-discuss-citizens-action-program,"Interviewing General Chaney, Charles Roche and Mary Lou Wolff of the Citizens Action Program.","Nov. 27, 1973",1 sound tape reel (ca. 55.06 min.) : 10 1/2 in.,"55 minutes, 25 seconds",WAV,The Chicago History Museum,English,,1973-11-27,1973.0,11.0,27.0,True
"Discussing the book ""Good Bye, Picasso""",https://s3.amazonaws.com/wfmt-studs-terkel/published/14198.mp3,/programs/discussing-book-good-bye-picasso,"Opens with Gertrude Stein reading from her poem ""If I told him"".  Excerpts from dedication of ""The Picasso"" statue in Daley Plaza.  Studs speaks with residents of Chicago and gets their thoughts on the sculpture.(1925335-3-1 and 1925335-3-2)
David D. Duncan discusses his book ""Goodbye, Picasso"" and talks about the artwork of Pablo Picasso and his friendship with him.","Nov. 27, 1974",1 sound tape reel (ca. 53.56 min.) : 10 1/2 in.,"54 minutes, 10 seconds",WAV,The Chicago History Museum,English,,1974-11-27,1974.0,11.0,27.0,True
Interviewing Ray Gordon and Susanne Nussbaum,https://wfmt-studs-terkel.s3.amazonaws.com/published/44805.mp3,/programs/interviewing-ray-gordon-and-susanne-nussbaum,"Interviewing Ray Gordon, writer, and director Susanne Nussbaum and cast members of ""Disabled Geniuses""","Nov. 27, 1979",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"28 minutes, 49 seconds",WAV,The Chicago History Museum,English,,1979-11-27,1979.0,11.0,27.0,True
Interviewing Christopher Moore and members of the Chicago Children's Choir,,/programs/interviewing-christopher-moore-and-members-chicago-childrens-choir,,"Nov. 27, 1979",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"24 minutes, 22 seconds",WAV,The Chicago History Museum,English,,1979-11-27,1979.0,11.0,27.0,False
"Interviewing folksinger and songwriter Bonnie Koloc and harmonica player, pianist, and composer Howard Levy",,/programs/interviewing-folksinger-and-songwriter-bonnie-koloc-and-harmonica-player-pianist-and,,"Nov. 27, 1987",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"52 minutes, 48 seconds",WAV,The Chicago History Museum,English,,1987-11-27,1987.0,11.0,27.0,False
"Discussing the book ""Under God: Religion and American Politics"" with author Garry Wills",,/programs/discussing-book-under-god-religion-and-american-politics-author-garry-wills,,"Nov. 27, 1990",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"52 minutes, 20 seconds",WAV,The Chicago History Museum,English,,1990-11-27,1990.0,11.0,27.0,False
Interview with Jimmy Breslin,https://s3.amazonaws.com/wfmt-studs-terkel/published%2F26407.mp3,/programs/interview-jimmy-breslin-0,"Discussing the book ""Damon Runyan,"" (published by Ticknor & Fields) with the author Jimmy Breslin.","Nov. 27, 1991",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"52 minutes, 45 seconds",WAV,The Chicago History Museum,English,,1991-11-27,1991.0,11.0,27.0,True
Interviewing Russel H. Barrett,https://wfmt-studs-terkel.s3.amazonaws.com/published/40508.mp3,/programs/interviewing-russel-h-barrett,,"Nov. 28, 1963",1 sound tape reel (ca. 36.40 min.) : 7 in.,"36 minutes, 53 seconds",WAV,The Chicago History Museum,English,,1963-11-28,1963.0,11.0,28.0,True
The Lira Singers in conversation with Studs Terkel,,/programs/lira-singers-conversation-studs-terkel,Terkel comments and presents a musical performance by The Lira Singers,"Nov. 28, 1986",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"54 minutes, 36 seconds",WAV,The Chicago History Museum,English,,1986-11-28,1986.0,11.0,28.0,False
John Neville in conversation with Studs Terkel,https://wfmt-studs-terkel.s3.amazonaws.com/published/34290.mp3,/programs/john-neville-conversation-studs-terkel,Interviewing Shakespearean actor and director John Neville. Program includes an excerpt of a 1958 interview with Neville (T2299).,"Nov. 28, 1988",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"27 minutes, 46 seconds",WAV,The Chicago History Museum,English,,1988-11-28,1988.0,11.0,28.0,True
Interviewing Howard Hanson,,/programs/interviewing-howard-hanson,,"Nov. 29, 1963",1 sound tape reel (ca. 60 min.) : 10 1/2 in.,"46 minutes, 19 seconds",WAV,The Chicago History Museum,English,,1963-11-29,1963.0,11.0,29.0,False
"Discussing the book ""The greatest battle"" with the author Ronald Glasser",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F49974.mp3,/programs/discussing-book-greatest-battle-author-ronald-glasser,,"Nov. 29, 1976",1 sound tape reel (ca. 52.40 min.) : 10 1/2 in.,"52 minutes, 47 seconds",WAV,The Chicago History Museum,English,,1976-11-29,1976.0,11.0,29.0,True
Allen Ginsberg discusses poetry and meditation,https://wfmt-studs-terkel.s3.amazonaws.com/published%2F56269.mp3,/programs/allen-ginsberg-discusses-poetry-and-meditation,"Studs Terkel and Allen Ginsberg talk about poetry, meditation, and the shifting of American socio-political consciousness between the 50's and 70's.","Nov. 29, 1976",1 sound tape reel (ca. 54 min.) : 10 1/2 in.,"45 minutes, 14 seconds",WAV,The Chicago History Museum,,,1976-11-29,1976.0,11.0,29.0,True
Dale Clevenger discusses his career as a Jazz musician and member of the Chicago Symphony Orchestra,https://s3.amazonaws.com/wfmt-studs-terkel/published/19607.mp3,/programs/dale-clevenger-discusses-his-career-jazz-musician-and-member-chicago-symphony-orchestra-0,"Studs interviews Dale Clevenger about his music with the Chicago Symphony and his jazz group, Ears, playing at Orphans in Chicago.  They discuss the improvisation of Jazz and Bach.  Clevenger mentions various Jazz musicians and their style.  The music is removed from this edited version of the original recording.","Nov. 29, 1977",1 sound tape reel (ca. 54 min.) : 10 1/2 in.,"32 minutes, 20 seconds",WAV,The Chicago History Museum,English,,1977-11-29,1977.0,11.0,29.0,True
Interview with Barnard Hughes,https://s3.amazonaws.com/wfmt-studs-terkel/published%2F20955.mp3,/programs/interview-barnard-hughes,"Discussing the play ""Da"" with Barnard Hughes.","Nov. 29, 1979",1 sound tape reel (ca. 45.03 min.) : 10 1/2 in.,"45 minutes, 12 seconds",WAV,The Chicago History Museum,English,,1979-11-29,1979.0,11.0,29.0,True
"Ronnie Dugger discusses his book ""On Reagan: The Man & His Presidency""",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F32930.mp3,/programs/ronnie-dugger-discusses-his-book-reagan-man-his-presidency,"Past radio transcripts of former President Ronald Reagan were being hidden or suppressed.  Ronnie Dugger worked tirelessly at getting the transcripts so that people would learn the truth about Reagan.  In Dugger’s book, “On Reagan: The Man & His Presidency,” Dugger points out that President Reagan was against the ERA. He didn’t believe in anti-trust, and he opposed every civil rights act every placed in front of him. Dugger said Reagan’s genius was that he’d get elected without people knowing of his records.","Nov. 29, 1983",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"55 minutes, 18 seconds",WAV,The Chicago History Museum,English,,1983-11-29,1983.0,11.0,29.0,True
Interview with Stratford Shakespeare Festival participants,https://s3.amazonaws.com/wfmt-studs-terkel/published%2F26495.mp3,/programs/interview-stratford-shakespeare-festival-participants,Stratford Shakespeare Festival participants,"Nov. 29, 1985",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"55 minutes, 25 seconds",WAV,The Chicago History Museum,English,,1985-11-29,1985.0,11.0,29.0,True
Howard Nemerov in conversation with Studs Terkel,,/programs/howard-nemerov-conversation-studs-terkel-0,"Discussing the book ""War Stories: Poems about Long Ago and Now"" (published by University of Chicago Press) with the author, poet Howard Nemerov.","Nov. 29, 1988",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"55 minutes, 15 seconds",WAV,The Chicago History Museum,English,,1988-11-29,1988.0,11.0,29.0,False
"Discussing the book ""Pastures of Plenty: A Self-Portrait"" with the editor, rock critic and historian Dave Marsh",,/programs/discussing-book-pastures-plenty-self-portrait-editor-rock-critic-and-historian-dave-marsh,,"Nov. 29, 1990",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"53 minutes, 14 seconds",WAV,The Chicago History Museum,English,,1990-11-29,1990.0,11.0,29.0,False
Interviewing pianist Ursula Oppens,,/programs/interviewing-pianist-ursula-oppens,,"Nov. 29, 1990",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"53 minutes, 49 seconds",WAV,The Chicago History Museum,English,,1990-11-29,1990.0,11.0,29.0,False
Interviewing folksinger and songwriter John Gorka,,/programs/interviewing-folksinger-and-songwriter-john-gorka,,"Nov. 29, 1994",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"41 minutes, 42 seconds",WAV,The Chicago History Museum,English,,1994-11-29,1994.0,11.0,29.0,False
"Discussing the book ""The Wild Party: The Lost Classic"" with the illustrator Art Spiegelman",,/programs/discussing-book-wild-party-lost-classic-illustrator-art-spiegelman,,"Nov. 29, 1994",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"54 minutes, 29 seconds",WAV,The Chicago History Museum,English,,1994-11-29,1994.0,11.0,29.0,False
Interviewing Marlene Dietrich at McCormick Place.,https://wfmt-studs-terkel.s3.amazonaws.com/published/42573.mp3,/programs/interviewing-marlene-dietrich-mccormick-place,,"Nov. 30, 1960",1 sound tape reel (ca. 15.40 min.) : 7 in.,"15 minutes, 17 seconds",WAV,The Chicago History Museum,English,,1960-11-30,1960.0,11.0,30.0,True
David Solomon talk with Studs Terkel,https://s3.amazonaws.com/wfmt-studs-terkel/published/12572.mp3,/programs/david-solomon-talk-studs-terkel,"Discussing ""L.S.D"" and interviewing journalist David Solomon.","Nov. 30, 1964",2 sound tape reels (ca. 60 min.) : 7 in.,"33 minutes, 43 seconds",WAV,The Chicago History Museum,English,,1964-11-30,1964.0,11.0,30.0,True
David Solomon talk with Studs Terkel,https://s3.amazonaws.com/wfmt-studs-terkel/published/12573.mp3,/programs/david-solomon-talk-studs-terkel-0,"Discussing ""L.S.D"" and interviewing journalist David Solomon.","Nov. 30, 1964",2 sound tape reels (ca. 60 min.) : 7 in.,"25 minutes, 26 seconds",WAV,The Chicago History Museum,English,,1964-11-30,1964.0,11.0,30.0,True
Claudia Cassidy discusses her career as a critic ; part 1,https://s3.amazonaws.com/wfmt-studs-terkel/published/6696.mp3,/programs/claudia-cassidy-discusses-her-career-critic-part-1,Claudia Cassidy discusses being a critic of theater and opera etc. Cassidy also discusses her writing and journalism aspirations.,"Nov. 30, 1966",2 sound tape reels (ca. 120 min.) :: 10 1/2 in. Copy-T2132.,"47 minutes, 9 seconds",WAV,The Chicago History Museum,English,,1966-11-30,1966.0,11.0,30.0,True
Claudia Cassidy discusses her career as a critic ; part 2,https://s3.amazonaws.com/wfmt-studs-terkel/published/6705.mp3,/programs/claudia-cassidy-discusses-her-career-critic-part-2,Claudia Cassidy discusses being a critic of theater and opera etc. Includes about 1.5 minutes of another interview.,"Nov. 30, 1966",2 sound tape reels (ca. 120 min.) :: 10 1/2 in. Copy-T2132.,"44 minutes, 57 seconds",WAV,The Chicago History Museum,English,,1966-11-30,1966.0,11.0,30.0,True
Jack Conroy discusses his career,,/programs/jack-conroy-discusses-his-career,"Jack Conroy remembers having a literary interest at the age of eight. Conroy said back in the 30's, young writers were writing against the system. Today, explained Conroy, young writers don't know what they're rebelling against.","Nov. 30, 1973",1 sound tape reel (ca. 51.26 min.) : 10 1/2 in.,"50 minutes, 52 seconds",WAV,The Chicago History Museum,English,,1973-11-30,1973.0,11.0,30.0,False
"Shana Alexander discusses her book ""Talking Woman""",,/programs/shana-alexander-discusses-her-book-talking-woman,"Shana Alexander discusses her career as a journalist and her time on the program 'Point-Counterpoint' on 60 Minutes. She goes on to discuss how being a woman has informed her professional life, including how there are so few women in professional places of power, issues explored in her book 'Talking Woman', published in 1976.","Nov. 30, 1976",1 sound tape reel (ca. 60 min.) : 10 1/2 in.,"58 minutes, 34 seconds",WAV,The Chicago History Museum,English,,1976-11-30,1976.0,11.0,30.0,False
Jules Feiffer in conversation with Studs Terkel,,/programs/jules-feiffer-conversation-studs-terkel,,"Nov. 30, 1979",1 sound tape reel (ca. 52.25 min.) : 10 1/2 in. Edited copy-T3199.115.,"52 minutes, 28 seconds",WAV,The Chicago History Museum,English,,1979-11-30,1979.0,11.0,30.0,False
"Discussing the book ""With enough shovels: Reagan, Bush and nuclear war"" with the journalist-author Robert Scheer",https://s3.amazonaws.com/wfmt-studs-terkel/published%2F23693.mp3,/programs/discussing-book-enough-shovels-reagan-bush-and-nuclear-war-journalist-author-robert-scheer,"Discussing the book ""With enough shovels: Reagan, Bush and nuclear war "" with the journalist-author Robert Scheer.
","Nov. 30, 1982",1 sound tape reel (ca. 55.47 min.) : 10 1/2 in.,"55 minutes, 54 seconds",WAV,The Chicago History Museum,English,,1982-11-30,1982.0,11.0,30.0,True
Interview with David Caute and Dennis Brutus,,/programs/interview-david-caute-and-dennis-brutus,"Discussing the book ""Under the Skin: The Death of White Rhodesia,"" (published by Penguin) with author, dramatist and journalist David Caute and South African poet Dennis Brutus.","Nov. 30, 1983",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"56 minutes, 8 seconds",WAV,The Chicago History Museum,English,,1983-11-30,1983.0,11.0,30.0,False
Ben Toomer in conversation with Studs Terkel,,/programs/ben-toomer-conversation-studs-terkel,,"Nov. 30, 1984",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"55 minutes, 52 seconds",WAV,The Chicago History Museum,English,,1984-11-30,1984.0,11.0,30.0,False
"Discussing the book ""If You Can't Say Something Nice"" with the author, humorist and poet Calvin Trillin",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F35565.mp3,/programs/discussing-book-if-you-cant-say-something-nice-author-humorist-and-poet-calvin-trillin,,"Nov. 30, 1988",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"51 minutes, 36 seconds",WAV,The Chicago History Museum,English,,1988-11-30,1988.0,11.0,30.0,True
Interviewing actress and cabaret singer Andrea Marcovicci,,/programs/interviewing-actress-and-cabaret-singer-andrea-marcovicci,,"Nov. 30, 1989",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"55 minutes, 41 seconds",WAV,The Chicago History Museum,English,,1989-11-30,1989.0,11.0,30.0,False
Igor Youskevitch talks with Studs Terkel,https://s3.amazonaws.com/wfmt-studs-terkel/published/13155.mp3,/programs/igor-youskevitch-talks-studs-terkel,Terkel interviews ballet dancer and choreographer Igor Youskevitch who would be staying in town until January 3.,"Dec. 1, 1959",1 sound tape reel (ca. 60 min.) : 7 in.,"27 minutes, 20 seconds",WAV,The Chicago History Museum,English,,1959-12-01,1959.0,12.0,1.0,True
Alan Watts discusses Zen Buddhism,https://wfmt-studs-terkel.s3.amazonaws.com/published%2F41687.mp3,/programs/alan-watts-discusses-zen-buddhism,"Zen Buddhism, explains Watts, offers a change in one's basic consciousness and of one's basic existence. Zen is a way of liberation from the illusion of oneself. It's not just about the inside of one's self but it's about the outside, too. Zen is not something exotic. It needn't be imported from Japan, said Watts.","Dec. 1, 1960",2 sound tape reels (ca. 60 min.) : 7 in.,"51 minutes, 3 seconds",WAV,The Chicago History Museum,English,,1960-12-01,1960.0,12.0,1.0,True
"Mike, Peggy and Pete Seeger discuss music ; part 3",,/programs/mike-peggy-and-pete-seeger-discuss-music-part-3,,"Dec. 1, 1961",3 sound tape reels (ca. 75 min.) : 7 in.,"35 minutes, 18 seconds",WAV,The Chicago History Museum,English,,1961-12-01,1961.0,12.0,1.0,False
"Mike, Peggy and Pete Seeger discuss music ; part 1",,/programs/mike-peggy-and-pete-seeger-discuss-music-part-1,,"Dec. 1, 1961",3 sound tape reels (ca. 75 min.) : 7 in.,"24 minutes, 13 seconds",WAV,The Chicago History Museum,English,,1961-12-01,1961.0,12.0,1.0,False
"Mike, Peggy and Pete Seeger discuss music ; part 2",,/programs/mike-peggy-and-pete-seeger-discuss-music-part-2,,"Dec. 1, 1961",3 sound tape reels (ca. 75 min.) : 7 in.,"29 minutes, 36 seconds",WAV,The Chicago History Museum,English,,1961-12-01,1961.0,12.0,1.0,False
Interviewing Joyce Grenfell while Studs was in London England,https://wfmt-studs-terkel.s3.amazonaws.com/published/42084.mp3,/programs/interviewing-joyce-grenfell-while-studs-was-london-england,,"Dec. 1, 1962",1 sound tape reel (ca. 38 min.) : 7 in.,"38 minutes, 14 seconds",WAV,The Chicago History Museum,English,,1962-12-01,1962.0,12.0,1.0,True
"Interviewing actor Yves Montand while Studs was in Paris, France ; part 1",https://wfmt-studs-terkel.s3.amazonaws.com/published/41829.mp3,/programs/interviewing-actor-yves-montand-while-studs-was-paris-france-part-1,,"Dec. 1, 1962",4 sound tape reels (ca. 1.20 min.) : 7 in.,"32 minutes, 57 seconds",WAV,The Chicago History Museum,English,,1962-12-01,1962.0,12.0,1.0,True
"Interviewing Andrew Forge, British artist and art critic, while Studs was in London, England",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F42304.mp3,/programs/interviewing-andrew-forge-british-artist-and-art-critic-while-studs-was-london-england,,"Dec. 1, 1962",1 sound tape reel (ca. 45 min.) : 10 1/2 in.,"1 hour, 5 minutes, 18 seconds",WAV,The Chicago History Museum,English,,1962-12-01,1962.0,12.0,1.0,True
"Interviewing Meredydd Evans in the village of Menai Bridge, Wales, while Studs was in England ; part 1",,/programs/interviewing-meredydd-evans-village-menai-bridge-wales-while-studs-was-england-part-1,,"Dec. 1, 1962",2 sound tape reels (ca. 68 min.) : 7 in.,"32 minutes, 5 seconds",WAV,The Chicago History Museum,English,,1962-12-01,1962.0,12.0,1.0,False
"Federico Fellini and actors discuss their film ""La Dolce Vita"" and the character Steiner",https://s3.amazonaws.com/wfmt-studs-terkel/published/7940.mp3,/programs/federico-fellini-and-actors-discuss-their-film-la-dolce-vita-and-character-steiner,"Studs Terkel plays interview clips of actors [Marcello Mastroianni and Alain Cuny] and the director Federico Fellini discussing their film ""La Dolce Vita"" and the character Steiner. At the beginning of the program Studs Terkel interviews Nelson Algren, a writer, and Mario Devecki (a person who made the film ""La Dolce Vita"" happen) about La Dolce Vita and Steiner.","Dec. 1, 1962",1 sound tape reel (ca. 52 min.) : 10 1/2 in.,"51 minutes, 16 seconds",WAV,The Chicago History Museum,"English, Italian, French",,1962-12-01,1962.0,12.0,1.0,True
Interview with Dr. Jacob Bronowski,https://s3.amazonaws.com/wfmt-studs-terkel/published%2F26371.mp3,/programs/interview-dr-jacob-bronowski,"Discussing the book ""Science and Human Values,"" with author and physician Jacob Bronowski. This program can also be found as T1084.","Dec. 1, 1962",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"54 minutes, 13 seconds",WAV,The Chicago History Museum,English,,1962-12-01,1962.0,12.0,1.0,True
Interviewing Dr. Jacob Bronowski at home of Geoffrey Bridsen while Studs was in London,https://wfmt-studs-terkel.s3.amazonaws.com/published%2F41786.mp3,/programs/interviewing-dr-jacob-bronowski-home-geoffrey-bridsen-while-studs-was-london,,"Dec. 1, 1962",1 sound tape reel (ca. 73.30 min.) : 10 1/2 in.,"1 hour, 13 minutes, 51 seconds",WAV,The Chicago History Museum,English,,1962-12-01,1962.0,12.0,1.0,True
Interviewing Arnaud d'Usseau while Studs was in France,https://wfmt-studs-terkel.s3.amazonaws.com/published/41614.mp3,/programs/interviewing-arnaud-dusseau-while-studs-was-france,,"Dec. 1, 1962",1 sound tape reel (ca. 8 min.) : 7 in.,"7 minutes, 48 seconds",WAV,The Chicago History Museum,English,,1962-12-01,1962.0,12.0,1.0,True
Interviewing with Carlo Baldi while Studs was in Rome ; part 2,https://wfmt-studs-terkel.s3.amazonaws.com/published/41849.mp3,/programs/interviewing-carlo-baldi-while-studs-was-rome-part-2,,"Dec. 1, 1962",1 sound tape reel (ca. 55 min.) : 10 1/2 in.,"31 minutes, 41 seconds",WAV,The Chicago History Museum,English,,1962-12-01,1962.0,12.0,1.0,True
"Interviewing Afro while Studs was in Rome, Italy ; part 1",https://wfmt-studs-terkel.s3.amazonaws.com/published/42098.mp3,/programs/interviewing-afro-while-studs-was-rome-italy-part-1,,"Dec. 1, 1962",2 sound tape reels (ca. 60 min.) : 7 in.,"31 minutes, 50 seconds",WAV,The Chicago History Museum,English,,1962-12-01,1962.0,12.0,1.0,True
"Interviewing William Arrowsmith and Bob Schenker while Studs was in Rome, Italy ; part 1",https://wfmt-studs-terkel.s3.amazonaws.com/published/41580.mp3,/programs/interviewing-william-arrowsmith-and-bob-schenker-while-studs-was-rome-italy-part-1,,"Dec. 1, 1962",2 sound tape reels (ca. 60 min.) : 7 in.,"36 minutes, 57 seconds",WAV,The Chicago History Museum,English,,1962-12-01,1962.0,12.0,1.0,True
"Joyce Grenfell, Dame Sybil Thorndike and Frances Cucka discuss acting",https://wfmt-studs-terkel.s3.amazonaws.com/published%2F42324.mp3,/programs/joyce-grenfell-dame-sybil-thorndike-and-frances-cucka-discuss-acting,"When asked what she thought of Dame Sybil Thorndike, British actress Joyce Grenfell said Dame Sybil has a great sense of discovery.

The Grand Dame of the British Theatre, Dame Sybil Thorndike said the greatest thing that ever happened to her was George Bernard Shaw's ""Saint Joan"". Thorndike also spoke of her politics and of being anti-war.

Frances Cucka said working with Dame Sybil Thorndike was an extraordinary experience. Cucka, voted one of the most promising actresses of the west, said she also learned to sing and to dance for future roles.","Dec. 1, 1962",1 sound tape reel (ca. 60 min.) : 10 1/2 in.,"41 minutes, 55 seconds",WAV,The Chicago History Museum,English,,1962-12-01,1962.0,12.0,1.0,True
Interviewing Kenneth Tynan in London while Studs was in England ; part 1,https://wfmt-studs-terkel.s3.amazonaws.com/published/41886.mp3,/programs/interviewing-kenneth-tynan-london-while-studs-was-england-part-1,,"Dec. 1, 1962",2 sound tape reels (ca. 56 min.) : 7 in.,"31 minutes, 17 seconds",WAV,The Chicago History Museum,English,,1962-12-01,1962.0,12.0,1.0,True
Interviewing Niccolo Tucci while Studs was in Italy ; part 1,https://wfmt-studs-terkel.s3.amazonaws.com/published/42316.mp3,/programs/interviewing-niccolo-tucci-while-studs-was-italy-part-1,,"Dec. 1, 1962",2 sound tape reels (ca. 60 min.) : 7 in.,"33 minutes, 14 seconds",WAV,The Chicago History Museum,English,,1962-12-01,1962.0,12.0,1.0,True
Interviewing Lord Bertrand Russell while Studs was in Wales,https://wfmt-studs-terkel.s3.amazonaws.com/published/42414.mp3,/programs/interviewing-lord-bertrand-russell-while-studs-was-wales,,"Dec. 1, 1962",1 sound tape reel (ca. 38.52 min.) : 10 1/2 in.,"38 minutes, 59 seconds",WAV,The Chicago History Museum,English,,1962-12-01,1962.0,12.0,1.0,True
Interviewing Ivy Compton Burnett while Studs was in England,https://wfmt-studs-terkel.s3.amazonaws.com/published%2F41627.mp3,/programs/interviewing-ivy-compton-burnett-while-studs-was-england,,"Dec. 1, 1962",1 sound tape reel (ca. 60 min.) : 7 in.,"44 minutes, 56 seconds",WAV,The Chicago History Museum,English,,1962-12-01,1962.0,12.0,1.0,True
Interviewing with Carlo Baldi while Studs was in Rome ; part 1,https://wfmt-studs-terkel.s3.amazonaws.com/published/41845.mp3,/programs/interviewing-carlo-baldi-while-studs-was-rome-part-1,,"Dec. 1, 1962",3 sound tape reels (ca. 60 min.) : 7 in.,"30 minutes, 11 seconds",WAV,The Chicago History Museum,English,,1962-12-01,1962.0,12.0,1.0,True
Interviewing C. P. Snow and Sir Charles at his London home while Studs was in England,https://wfmt-studs-terkel.s3.amazonaws.com/published/41821.mp3,/programs/interviewing-c-p-snow-and-sir-charles-his-london-home-while-studs-was-england,,"Dec. 1, 1962",1 sound tape reel (ca. 31 min.) : 7 in.,"31 minutes, 3 seconds",WAV,The Chicago History Museum,English,,1962-12-01,1962.0,12.0,1.0,True
"Interviewing George Weller while Studs was in Rome, Italy",https://wfmt-studs-terkel.s3.amazonaws.com/published/41619.mp3,/programs/interviewing-george-weller-while-studs-was-rome-italy,,"Dec. 1, 1962",1 sound tape reel (ca. 60 min.) : 7 in.,"29 minutes, 57 seconds",WAV,The Chicago History Museum,English,,1962-12-01,1962.0,12.0,1.0,True
